Id,Cover_Type
415121,2
415122,2
415123,2
415124,2
415125,2
415126,2
415127,2
415128,2
415129,2
415130,2
415131,2
415132,2
415133,2
415134,2
415135,2
415136,2
415137,2
415138,2
415139,6
415140,2
415141,2
415142,2
415143,2
415144,6
415145,6
415146,6
415147,6
415148,6
415149,6
415150,6
415151,6
415152,6
415153,6
415154,6
415155,6
415156,6
415157,6
415158,6
415159,6
415160,6
415161,6
415162,6
415163,6
415164,6
415165,6
415166,6
415167,6
415168,6
415169,6
415170,6
415171,6
415172,6
415173,6
415174,6
415175,6
415176,6
415177,6
415178,6
415179,6
415180,3
415181,6
415182,3
415183,3
415184,3
415185,3
415186,3
415187,3
415188,3
415189,3
415190,5
415191,3
415192,3
415193,5
415194,5
415195,5
415196,5
415197,5
415198,3
415199,3
415200,3
415201,5
415202,5
415203,5
415204,5
415205,6
415206,5
415207,6
415208,5
415209,5
415210,5
415211,5
415212,3
415213,3
415214,3
415215,3
415216,3
415217,3
415218,3
415219,3
415220,3
415221,3
415222,3
415223,3
415224,3
415225,3
415226,3
415227,3
415228,6
415229,3
415230,3
415231,3
415232,3
415233,3
415234,3
415235,3
415236,3
415237,6
415238,3
415239,6
415240,6
415241,6
415242,3
415243,3
415244,3
415245,3
415246,3
415247,3
415248,3
415249,3
415250,3
415251,3
415252,3
415253,3
415254,3
415255,3
415256,6
415257,6
415258,6
415259,6
415260,6
415261,6
415262,6
415263,6
415264,6
415265,6
415266,6
415267,6
415268,6
415269,6
415270,6
415271,6
415272,6
415273,6
415274,6
415275,6
415276,6
415277,6
415278,6
415279,6
415280,6
415281,6
415282,6
415283,6
415284,6
415285,6
415286,6
415287,6
415288,6
415289,6
415290,6
415291,6
415292,1
415293,1
415294,1
415295,1
415296,1
415297,1
415298,1
415299,1
415300,1
415301,1
415302,1
415303,1
415304,1
415305,1
415306,1
415307,1
415308,1
415309,1
415310,1
415311,1
415312,1
415313,1
415314,1
415315,1
415316,1
415317,1
415318,1
415319,1
415320,1
415321,1
415322,1
415323,1
415324,1
415325,1
415326,1
415327,1
415328,1
415329,1
415330,1
415331,1
415332,1
415333,1
415334,1
415335,1
415336,1
415337,1
415338,1
415339,1
415340,2
415341,1
415342,1
415343,2
415344,2
415345,2
415346,2
415347,6
415348,6
415349,6
415350,3
415351,3
415352,3
415353,3
415354,3
415355,6
415356,6
415357,6
415358,6
415359,6
415360,6
415361,6
415362,6
415363,6
415364,6
415365,6
415366,6
415367,6
415368,6
415369,6
415370,6
415371,6
415372,6
415373,6
415374,6
415375,6
415376,6
415377,6
415378,2
415379,2
415380,2
415381,2
415382,2
415383,2
415384,2
415385,2
415386,2
415387,2
415388,3
415389,3
415390,3
415391,3
415392,3
415393,3
415394,3
415395,3
415396,3
415397,3
415398,3
415399,3
415400,3
415401,3
415402,3
415403,3
415404,3
415405,3
415406,3
415407,3
415408,3
415409,3
415410,5
415411,5
415412,3
415413,3
415414,3
415415,3
415416,3
415417,5
415418,2
415419,5
415420,5
415421,1
415422,2
415423,2
415424,6
415425,6
415426,6
415427,6
415428,5
415429,5
415430,5
415431,5
415432,5
415433,5
415434,5
415435,5
415436,5
415437,5
415438,5
415439,5
415440,5
415441,5
415442,5
415443,5
415444,5
415445,5
415446,1
415447,1
415448,1
415449,1
415450,1
415451,1
415452,2
415453,2
415454,1
415455,1
415456,1
415457,1
415458,1
415459,5
415460,2
415461,2
415462,2
415463,2
415464,2
415465,2
415466,2
415467,2
415468,2
415469,2
415470,2
415471,2
415472,2
415473,2
415474,2
415475,1
415476,2
415477,2
415478,1
415479,1
415480,1
415481,1
415482,1
415483,1
415484,1
415485,1
415486,1
415487,1
415488,1
415489,1
415490,1
415491,1
415492,1
