Id,Cover_Type
315121,2
315122,2
315123,2
315124,2
315125,2
315126,2
315127,2
315128,2
315129,2
315130,2
315131,2
315132,2
315133,2
315134,2
315135,2
315136,2
315137,2
315138,2
315139,2
315140,2
315141,2
315142,2
315143,2
315144,2
315145,2
315146,2
315147,2
315148,2
315149,2
315150,2
315151,2
315152,2
315153,2
315154,2
315155,2
315156,2
315157,2
315158,2
315159,2
315160,5
315161,5
315162,6
315163,7
315164,7
315165,7
315166,2
315167,2
315168,2
315169,2
315170,2
315171,1
315172,1
315173,1
315174,2
315175,2
315176,2
315177,2
315178,2
315179,1
315180,1
315181,2
315182,2
315183,2
315184,2
315185,2
315186,2
315187,5
315188,5
315189,5
315190,5
315191,5
315192,5
315193,5
315194,5
315195,5
315196,5
315197,5
315198,5
315199,2
315200,2
315201,2
315202,1
315203,1
315204,2
315205,1
315206,1
315207,1
315208,2
315209,2
315210,2
315211,2
315212,2
315213,2
315214,2
315215,2
315216,2
315217,2
315218,1
315219,2
315220,2
315221,2
315222,2
315223,2
315224,6
315225,5
315226,5
315227,5
315228,5
315229,5
315230,6
315231,6
315232,6
315233,5
315234,5
315235,5
315236,6
315237,6
315238,5
315239,5
315240,6
315241,6
315242,6
315243,6
315244,6
315245,6
315246,6
315247,6
315248,6
315249,6
315250,6
315251,6
315252,6
315253,6
315254,6
315255,6
315256,6
315257,6
315258,6
315259,6
315260,6
315261,6
315262,6
315263,6
315264,6
315265,6
315266,6
315267,6
315268,6
315269,6
315270,6
315271,6
315272,6
315273,6
315274,6
315275,6
315276,6
315277,6
315278,6
315279,6
315280,6
315281,3
315282,3
315283,3
315284,3
315285,3
315286,3
315287,3
315288,3
315289,3
315290,3
315291,3
315292,3
315293,3
315294,3
315295,3
315296,3
315297,3
315298,3
315299,3
315300,3
315301,3
315302,3
315303,3
315304,3
315305,3
315306,3
315307,3
315308,3
315309,3
315310,3
315311,3
315312,3
315313,6
315314,6
315315,6
315316,6
315317,6
315318,6
315319,6
315320,6
315321,6
315322,6
315323,6
315324,6
315325,3
315326,3
315327,3
315328,3
315329,3
315330,3
315331,3
315332,3
315333,3
315334,3
315335,3
315336,3
315337,3
315338,3
315339,3
315340,3
315341,3
315342,3
315343,3
315344,3
315345,3
315346,3
315347,3
315348,3
315349,3
315350,3
315351,3
315352,3
315353,3
315354,3
315355,3
315356,3
315357,3
315358,3
315359,3
315360,3
315361,3
315362,3
315363,3
315364,3
315365,3
315366,3
315367,3
315368,3
315369,3
315370,3
315371,3
315372,3
315373,3
315374,3
315375,3
315376,3
315377,3
315378,3
315379,3
315380,3
315381,3
315382,3
315383,3
315384,3
315385,3
315386,3
315387,3
315388,3
315389,3
315390,3
315391,3
315392,3
315393,3
315394,3
315395,3
315396,3
315397,3
315398,3
315399,3
315400,3
315401,3
315402,3
315403,3
315404,3
315405,6
315406,6
315407,6
315408,6
315409,5
315410,6
315411,6
315412,6
315413,6
315414,6
315415,6
315416,6
315417,6
315418,6
315419,6
315420,6
315421,6
315422,6
315423,6
315424,6
315425,3
315426,3
315427,4
315428,4
315429,4
315430,4
315431,4
315432,3
315433,3
315434,3
315435,3
315436,3
315437,3
315438,3
315439,3
315440,3
315441,3
315442,3
315443,6
315444,4
315445,4
315446,4
315447,4
315448,3
315449,3
315450,3
315451,3
315452,3
315453,3
315454,3
315455,3
315456,3
315457,3
315458,3
315459,3
315460,3
315461,3
315462,3
315463,3
315464,3
315465,3
315466,4
315467,4
315468,4
315469,4
315470,4
315471,3
315472,3
315473,3
315474,3
315475,3
315476,3
315477,3
315478,3
315479,3
315480,3
315481,3
315482,4
315483,4
315484,4
315485,4
315486,4
315487,4
315488,3
315489,3
315490,3
315491,3
315492,3
315493,3
315494,3
315495,3
315496,3
315497,3
315498,3
315499,3
315500,3
315501,3
315502,3
315503,3
315504,6
315505,6
315506,3
315507,3
315508,4
315509,4
315510,4
315511,1
315512,1
315513,1
315514,1
315515,1
315516,1
315517,1
315518,1
315519,1
315520,1
315521,1
315522,2
315523,2
315524,2
315525,2
315526,2
315527,2
315528,2
315529,2
315530,2
315531,2
315532,2
315533,1
315534,1
315535,2
315536,2
315537,2
315538,2
315539,2
315540,2
315541,1
315542,2
315543,2
315544,1
315545,1
315546,1
315547,1
315548,1
315549,1
315550,1
315551,1
315552,2
315553,1
315554,1
315555,1
315556,1
315557,1
315558,1
315559,1
315560,1
315561,1
315562,1
315563,1
315564,1
315565,1
315566,1
315567,1
315568,1
315569,1
315570,1
315571,1
315572,1
315573,1
315574,7
315575,7
315576,7
315577,7
315578,7
315579,7
315580,7
315581,7
315582,7
315583,7
315584,7
315585,7
315586,7
315587,7
315588,7
315589,7
315590,7
315591,7
315592,7
315593,7
315594,7
315595,7
315596,7
315597,7
315598,7
315599,7
315600,7
315601,7
315602,7
315603,7
315604,7
315605,7
315606,7
315607,1
315608,7
315609,7
315610,7
315611,1
315612,1
315613,1
315614,1
315615,1
315616,1
315617,1
315618,1
315619,1
315620,1
315621,1
315622,1
315623,1
315624,2
315625,2
315626,2
315627,2
315628,2
315629,2
315630,2
315631,2
315632,2
315633,2
315634,2
315635,2
315636,2
315637,1
315638,1
315639,1
315640,1
315641,1
315642,1
315643,1
315644,1
315645,1
315646,1
315647,5
315648,5
315649,5
315650,5
315651,5
315652,5
315653,5
315654,5
315655,5
315656,5
315657,5
315658,5
315659,5
315660,5
315661,5
315662,5
315663,5
315664,5
315665,5
315666,5
315667,5
315668,5
315669,5
315670,2
315671,2
315672,2
315673,2
315674,2
315675,2
315676,2
315677,5
315678,1
315679,1
315680,5
315681,2
315682,2
315683,5
315684,2
315685,2
315686,2
315687,2
315688,2
315689,2
315690,2
315691,5
315692,2
315693,2
315694,5
315695,5
315696,5
315697,5
315698,5
315699,5
315700,5
315701,5
315702,5
315703,5
315704,5
315705,5
315706,5
315707,6
315708,6
315709,6
315710,5
315711,5
315712,6
315713,6
315714,6
315715,2
315716,2
315717,2
315718,2
315719,2
315720,2
315721,2
315722,2
315723,2
315724,2
315725,5
315726,5
315727,5
315728,5
315729,2
315730,1
315731,1
315732,2
315733,1
315734,2
315735,2
315736,2
315737,2
315738,2
315739,2
315740,2
315741,2
315742,1
315743,2
315744,2
315745,2
315746,2
315747,2
315748,2
315749,2
315750,2
315751,2
315752,2
315753,2
315754,2
315755,2
315756,2
315757,2
315758,2
315759,2
315760,2
315761,2
315762,2
315763,2
315764,2
315765,2
315766,2
315767,2
315768,2
315769,2
315770,5
315771,2
315772,2
315773,2
315774,2
315775,2
315776,2
315777,2
315778,2
315779,2
315780,2
315781,2
315782,2
315783,2
315784,2
315785,2
315786,2
315787,2
315788,2
315789,2
315790,2
315791,2
315792,2
315793,2
315794,6
315795,5
315796,6
315797,7
315798,7
315799,7
315800,7
315801,2
315802,2
315803,2
315804,2
315805,2
315806,2
315807,2
315808,2
315809,2
315810,2
315811,2
315812,2
315813,1
315814,1
315815,2
315816,2
315817,2
315818,2
315819,2
315820,2
315821,5
315822,5
315823,1
315824,5
315825,5
