Id,Cover_Type
515121,2
515122,2
515123,2
515124,2
515125,2
515126,1
515127,2
515128,2
515129,2
515130,2
515131,2
515132,2
515133,2
515134,2
515135,2
515136,2
515137,2
515138,2
515139,2
515140,2
515141,2
515142,2
515143,2
515144,2
515145,2
515146,2
515147,2
515148,2
515149,2
515150,2
515151,2
515152,2
515153,2
515154,2
515155,2
515156,2
515157,2
515158,2
515159,2
515160,2
515161,2
515162,2
515163,2
515164,2
515165,2
515166,2
515167,2
515168,2
515169,2
515170,6
515171,6
515172,6
515173,6
515174,6
515175,6
515176,6
515177,6
515178,6
515179,6
515180,6
515181,5
515182,5
515183,6
515184,6
515185,5
515186,5
515187,6
515188,6
515189,6
515190,6
515191,6
515192,6
515193,6
515194,6
515195,6
515196,6
515197,6
515198,6
515199,6
515200,6
515201,1
515202,1
515203,1
515204,1
515205,1
515206,1
515207,1
515208,1
515209,1
515210,1
515211,1
515212,1
515213,1
515214,1
515215,1
515216,1
515217,2
515218,2
515219,2
515220,2
515221,2
515222,2
515223,2
515224,2
515225,2
515226,2
515227,2
515228,2
515229,2
515230,2
515231,2
515232,2
515233,2
515234,2
515235,2
515236,2
515237,2
515238,2
515239,2
515240,2
515241,2
515242,2
515243,2
515244,2
515245,2
515246,1
515247,1
515248,1
515249,1
515250,1
515251,1
515252,1
515253,1
515254,1
515255,1
515256,1
515257,1
515258,1
515259,1
515260,1
515261,1
515262,1
515263,1
515264,1
515265,1
515266,1
515267,1
515268,1
515269,1
515270,1
515271,2
515272,2
515273,2
515274,2
515275,1
515276,1
515277,1
515278,1
515279,1
515280,1
515281,1
515282,1
515283,1
515284,1
515285,1
515286,1
515287,1
515288,1
515289,1
515290,1
515291,1
515292,1
515293,1
515294,1
515295,1
515296,1
515297,1
515298,2
515299,1
515300,1
515301,1
515302,1
515303,1
515304,1
515305,1
515306,1
515307,1
515308,1
515309,1
515310,1
515311,1
515312,1
515313,1
515314,1
515315,1
515316,1
515317,1
515318,1
515319,1
515320,1
515321,1
515322,1
515323,1
515324,2
515325,1
515326,1
515327,1
515328,1
515329,1
515330,1
515331,1
515332,1
515333,1
515334,1
515335,1
515336,1
515337,1
515338,1
515339,1
515340,1
515341,1
515342,1
515343,1
515344,1
515345,1
515346,1
515347,1
515348,1
515349,1
515350,1
515351,1
515352,1
515353,1
515354,1
515355,7
515356,7
515357,7
515358,7
515359,7
515360,7
515361,1
515362,7
515363,7
515364,7
515365,7
515366,7
515367,7
515368,7
515369,1
515370,2
515371,1
515372,1
515373,1
515374,1
515375,1
515376,1
515377,1
515378,1
515379,1
515380,1
515381,1
515382,1
515383,1
515384,1
515385,1
515386,2
515387,1
515388,1
515389,1
515390,1
515391,1
515392,1
515393,1
515394,1
515395,1
515396,1
515397,1
515398,1
515399,1
515400,1
515401,1
515402,1
515403,1
515404,1
515405,1
515406,1
515407,1
515408,1
515409,1
515410,1
515411,1
515412,1
515413,1
515414,2
515415,2
515416,2
515417,2
515418,2
515419,2
515420,2
515421,2
515422,2
515423,2
515424,2
515425,2
515426,2
515427,2
515428,2
515429,2
515430,2
515431,2
515432,2
515433,2
515434,2
515435,2
515436,2
515437,2
515438,1
515439,2
515440,1
515441,1
515442,1
515443,1
515444,1
515445,2
515446,2
515447,2
515448,2
515449,2
515450,2
515451,2
515452,2
515453,2
515454,2
515455,2
515456,2
515457,2
515458,2
515459,2
515460,2
515461,2
515462,2
515463,2
515464,1
515465,2
515466,2
515467,2
515468,1
515469,1
515470,1
515471,1
515472,1
515473,1
515474,1
515475,1
515476,1
515477,1
515478,1
515479,1
515480,1
515481,1
515482,1
515483,1
515484,1
515485,1
515486,1
515487,1
515488,1
515489,1
515490,2
515491,2
515492,2
515493,1
515494,1
515495,1
515496,1
515497,1
515498,1
515499,1
515500,2
515501,1
515502,1
515503,1
515504,1
515505,1
515506,1
515507,2
515508,2
515509,1
515510,2
515511,2
515512,2
515513,1
515514,1
515515,1
515516,1
515517,1
515518,1
515519,1
515520,1
515521,1
515522,1
515523,1
515524,1
515525,5
515526,2
515527,5
515528,6
515529,6
515530,7
515531,7
515532,7
515533,7
515534,7
515535,7
515536,7
515537,7
515538,7
515539,7
515540,7
515541,7
515542,7
515543,7
515544,7
515545,7
515546,7
515547,7
515548,7
515549,7
515550,1
515551,1
515552,1
515553,7
515554,7
515555,7
515556,7
515557,7
515558,7
515559,7
515560,7
515561,7
515562,7
515563,7
515564,7
515565,7
515566,7
515567,7
515568,7
515569,7
515570,7
515571,7
515572,7
515573,7
515574,7
515575,7
515576,7
515577,1
515578,1
515579,1
515580,1
515581,1
515582,1
515583,1
515584,1
